product_id,product_category,product_name,product_price,scrapy_datetime,style_id,color_id,color_name,Fit,Composition,Size,Product safety
70,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Light denim blue,Skinny fit,Lining: Polyester 100%,"The model is 184cm/6'0"" and wears a size 31/32",
71,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Light denim blue,Skinny fit,"Cotton 98%, Elastane 2%","The model is 184cm/6'0"" and wears a size 31/32",
72,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Black washed out,Skinny fit,Lining: Polyester 100%,"The model is 184cm/6'0"" and wears a size 31/32",
73,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Black washed out,Skinny fit,"Cotton 98%, Elastane 2%","The model is 184cm/6'0"" and wears a size 31/32",
74,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,White,Skinny fit,Lining: Polyester 100%,"The model is 184cm/6'0"" and wears a size 31/32",
75,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,White,Skinny fit,"Cotton 98%, Elastane 2%","The model is 184cm/6'0"" and wears a size 31/32",
76,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Black/washed,Skinny fit,Lining: Polyester 100%,"The model is 184cm/6'0"" and wears a size 31/32",
77,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Black/washed,Skinny fit,"Cotton 98%, Elastane 2%","The model is 184cm/6'0"" and wears a size 31/32",
78,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Dark denim blue/trashed,Skinny fit,Lining: Polyester 100%,"The model is 184cm/6'0"" and wears a size 31/32",
79,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Dark denim blue/trashed,Skinny fit,"Cotton 98%, Elastane 2%","The model is 184cm/6'0"" and wears a size 31/32",
80,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Dark blue/Trashed,Skinny fit,Lining: Polyester 100%,"The model is 184cm/6'0"" and wears a size 31/32",
81,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Dark blue/Trashed,Skinny fit,"Cotton 98%, Elastane 2%","The model is 184cm/6'0"" and wears a size 31/32",
82,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Dark blue/washed out,Skinny fit,Lining: Polyester 100%,"The model is 184cm/6'0"" and wears a size 31/32",
83,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Dark blue/washed out,Skinny fit,"Cotton 98%, Elastane 2%","The model is 184cm/6'0"" and wears a size 31/32",
84,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Denim blue/trashed,Skinny fit,Lining: Polyester 100%,"The model is 184cm/6'0"" and wears a size 31/32",
85,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Denim blue/trashed,Skinny fit,"Cotton 98%, Elastane 2%","The model is 184cm/6'0"" and wears a size 31/32",
86,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Black,Skinny fit,Lining: Polyester 100%,"The model is 184cm/6'0"" and wears a size 31/32",
87,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Black,Skinny fit,"Cotton 98%, Elastane 2%","The model is 184cm/6'0"" and wears a size 31/32",
88,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Denim gray,Skinny fit,Lining: Polyester 100%,"The model is 184cm/6'0"" and wears a size 31/32",
89,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Denim gray,Skinny fit,"Cotton 98%, Elastane 2%","The model is 184cm/6'0"" and wears a size 31/32",
90,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Light denim blue/trashed,Skinny fit,Lining: Polyester 100%,"The model is 184cm/6'0"" and wears a size 31/32",
91,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Light denim blue/trashed,Skinny fit,"Cotton 98%, Elastane 2%","The model is 184cm/6'0"" and wears a size 31/32",
92,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Light denim gray/Trashed,Skinny fit,Lining: Polyester 100%,"The model is 184cm/6'0"" and wears a size 31/32",
93,0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2021-07-11 12:14:42,0690449,022,Light denim gray/Trashed,Skinny fit,"Cotton 98%, Elastane 2%","The model is 184cm/6'0"" and wears a size 31/32",
94,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Midnight blue,Slim fit,Pocket lining: Cotton 100%,"The model is 189cm/6'2"" and wears a size 32/32",
95,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Midnight blue,Slim fit,"Shell: Cotton 98%, Elastane 2%","The model is 189cm/6'2"" and wears a size 32/32",
96,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Denim blue,Slim fit,Pocket lining: Cotton 100%,"The model is 189cm/6'2"" and wears a size 32/32",
97,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Denim blue,Slim fit,"Shell: Cotton 98%, Elastane 2%","The model is 189cm/6'2"" and wears a size 32/32",
98,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Light denim blue,Slim fit,Pocket lining: Cotton 100%,"The model is 189cm/6'2"" and wears a size 32/32",
99,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Light denim blue,Slim fit,"Shell: Cotton 98%, Elastane 2%","The model is 189cm/6'2"" and wears a size 32/32",
100,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Black,Slim fit,"Shell: Cotton 99%, Elastane 1%","The model is 182cm/6'0"" and wears a size 31/32",
101,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Black,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%","The model is 182cm/6'0"" and wears a size 31/32",
102,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Denim blue,Slim fit,"Shell: Cotton 99%, Elastane 1%","The model is 182cm/6'0"" and wears a size 31/32",
103,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Denim blue,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%","The model is 182cm/6'0"" and wears a size 31/32",
104,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Light denim blue,Slim fit,"Shell: Cotton 99%, Elastane 1%","The model is 182cm/6'0"" and wears a size 31/32",
105,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Light denim blue,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%","The model is 182cm/6'0"" and wears a size 31/32",
106,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Black,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%","The model is 182cm/6'0"" and wears a size 31/32",
107,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Black,Slim fit,"Shell: Cotton 99%, Elastane 1%","The model is 182cm/6'0"" and wears a size 31/32",
108,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Midnight blue,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%","The model is 182cm/6'0"" and wears a size 31/32",
109,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Midnight blue,Slim fit,"Shell: Cotton 99%, Elastane 1%","The model is 182cm/6'0"" and wears a size 31/32",
110,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Light denim blue,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%","The model is 182cm/6'0"" and wears a size 31/32",
111,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Light denim blue,Slim fit,"Shell: Cotton 99%, Elastane 1%","The model is 182cm/6'0"" and wears a size 31/32",
112,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Black,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%","The model is 187cm/6'2"" and wears a size 31/32",
113,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Black,Slim fit,"Shell: Cotton 99%, Elastane 1%","The model is 187cm/6'2"" and wears a size 31/32",
114,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Midnight blue,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%","The model is 187cm/6'2"" and wears a size 31/32",
115,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Midnight blue,Slim fit,"Shell: Cotton 99%, Elastane 1%","The model is 187cm/6'2"" and wears a size 31/32",
116,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Denim blue,Slim fit,"Pocket lining: Polyester 65%, Cotton 35%","The model is 187cm/6'2"" and wears a size 31/32",
117,0985197002,men_jeans_slim,Slim Jeans,$ 19.99,2021-07-11 12:14:42,0985197,002,Denim blue,Slim fit,"Shell: Cotton 99%, Elastane 1%","The model is 187cm/6'2"" and wears a size 31/32",
118,0985159003,men_jeans_skinny,Skinny Jeans,$ 19.99,2021-07-11 12:14:42,0985159,003,Denim blue,Skinny fit,"Shell: Cotton 99%, Elastane 1%","The model is 187cm/6'2"" and wears a size 31/32",
119,0985159003,men_jeans_skinny,Skinny Jeans,$ 19.99,2021-07-11 12:14:42,0985159,003,Denim blue,Skinny fit,Pocket lining: Cotton 100%,"The model is 187cm/6'2"" and wears a size 31/32",
120,0985159003,men_jeans_skinny,Skinny Jeans,$ 19.99,2021-07-11 12:14:42,0985159,003,Dark gray,Skinny fit,"Shell: Cotton 99%, Elastane 1%","The model is 187cm/6'2"" and wears a size 31/32",
121,0985159003,men_jeans_skinny,Skinny Jeans,$ 19.99,2021-07-11 12:14:42,0985159,003,Dark gray,Skinny fit,Pocket lining: Cotton 100%,"The model is 187cm/6'2"" and wears a size 31/32",
122,0985159003,men_jeans_skinny,Skinny Jeans,$ 19.99,2021-07-11 12:14:42,0985159,003,Light denim blue,Skinny fit,"Shell: Cotton 99%, Elastane 1%","The model is 187cm/6'2"" and wears a size 31/32",
123,0985159003,men_jeans_skinny,Skinny Jeans,$ 19.99,2021-07-11 12:14:42,0985159,003,Light denim blue,Skinny fit,Pocket lining: Cotton 100%,"The model is 187cm/6'2"" and wears a size 31/32",
124,0985159003,men_jeans_skinny,Skinny Jeans,$ 19.99,2021-07-11 12:14:42,0985159,003,Dark denim blue,Skinny fit,"Shell: Cotton 99%, Elastane 1%","The model is 187cm/6'2"" and wears a size 31/32",
125,0985159003,men_jeans_skinny,Skinny Jeans,$ 19.99,2021-07-11 12:14:42,0985159,003,Dark denim blue,Skinny fit,Pocket lining: Cotton 100%,"The model is 187cm/6'2"" and wears a size 31/32",
